Deployment_ID,Version,Commit_SHA,Service_Name,Target_Environment,Deployer,Error_Rate_Delta,Latency_P95_ms,Latency_P99_ms,Unit_Test_Failure_Rate,Integration_Test_Passed,Security_Critical_CVEs,Security_High_CVEs,Anomalous_Egress_MB,Auth_Failure_Spike,Changed_Files_Count,Lines_Delta,Production_Incident,Risk_Score,Decision
DEP-10518,v1.1.17,2dabd3d,notification-worker,production-eu-central,sarah.jenkins,0.0,70.5,101.7,0.0,1,0,0,32.4,1.9,7,85,0,7,ALLOW
DEP-10519,v2.7.29,6d9fd1d,order-processing,production-us-east,alex.chen,0.084,74.1,133.8,0.47,1,0,0,16.0,1.9,15,32,0,14,ALLOW
DEP-10520,v1.13.16,4f7e335,auth-gateway,production-us-east,elena.rostova,0.0,73.3,97.3,0.0,1,0,0,21.7,0.8,12,418,0,6,ALLOW
DEP-10521,v1.4.24,e4e689c,auth-gateway,production-eu-central,david.kim,0.128,78.8,98.9,0.5,1,0,0,25.4,0.1,7,190,0,11,ALLOW
DEP-10522,v2.15.22,74e1679,notification-worker,production-eu-central,ci-bot-auto,0.0,61.7,93.0,0.0,1,0,1,44.4,1.8,12,225,0,16,ALLOW
DEP-10523,v3.7.22,c15a0a5,notification-worker,production-eu-central,sarah.jenkins,4.217,312.9,669.3,8.92,1,3,4,259.8,92.2,47,3914,1,100,BLOCK
DEP-10524,v3.13.7,01bede6,search-indexer,canary-prod,david.kim,6.814,597.4,963.7,13.01,0,1,7,420.5,73.8,104,2104,1,100,BLOCK
DEP-10525,v3.5.0,e5ec1ca,notification-worker,production-eu-central,sarah.jenkins,1.353,132.3,237.3,1.74,1,1,3,100.9,13.2,29,1262,0,97,BLOCK
DEP-10526,v3.0.9,debbffa,user-profile,production-eu-central,david.kim,6.228,345.8,788.1,6.46,0,3,6,318.6,35.0,94,4007,1,100,BLOCK
DEP-10527,v2.5.8,c6e06b1,user-profile,staging-preprod,priya.sharma,1.338,136.8,232.10000000000002,3.19,1,0,3,54.3,11.6,39,1277,0,83,BLOCK
DEP-10528,v2.5.1,5702ddc,order-processing,production-us-east,alex.chen,0.026,64.2,130.60000000000002,0.0,1,0,0,16.1,3.4,4,315,0,5,ALLOW
DEP-10529,v2.6.17,0b12cb9,auth-gateway,canary-prod,marcus.vance,0.13,69.2,125.30000000000001,0.0,1,0,0,28.0,1.8,13,154,0,13,ALLOW
DEP-10530,v3.6.10,65ed47d,notification-worker,staging-preprod,alex.chen,0.046,83.4,131.60000000000002,0.0,1,0,0,20.0,0.0,14,29,0,8,ALLOW
DEP-10531,v1.14.2,c10ef48,analytics-pipeline,staging-preprod,marcus.vance,0.034,53.0,87.2,0.0,1,0,0,34.9,0.5,1,374,0,7,ALLOW
DEP-10532,v2.7.6,ce9dae3,notification-worker,canary-prod,elena.rostova,0.047,65.9,111.10000000000001,0.0,1,0,0,7.0,0.3,3,44,0,5,ALLOW
DEP-10533,v2.11.2,cf82928,search-indexer,staging-preprod,alex.chen,5.128,738.2,1111.6,24.94,0,3,4,429.5,47.5,81,4850,1,100,BLOCK
DEP-10534,v3.4.14,545c782,search-indexer,canary-prod,ci-bot-auto,4.041,479.8,828.8,5.44,1,2,7,334.8,57.5,101,1565,1,100,BLOCK
DEP-10535,v1.9.12,f6c168c,order-processing,production-eu-central,elena.rostova,0.067,78.5,128.8,0.0,1,0,0,30.2,0.0,2,102,0,9,ALLOW
DEP-10536,v2.13.6,64c4490,search-indexer,production-eu-central,alex.chen,0.034,64.9,107.10000000000001,0.16,1,0,0,30.3,0.1,11,119,0,7,ALLOW
DEP-10537,v1.12.1,5790b0a,analytics-pipeline,production-eu-central,marcus.vance,0.057,71.9,124.4,0.0,1,0,0,30.6,2.4,5,217,0,6,ALLOW
DEP-10538,v3.14.27,702fbc7,order-processing,production-us-east,sarah.jenkins,0.057,86.2,126.1,0.0,1,0,0,18.1,3.3,9,362,0,12,ALLOW
DEP-10539,v3.13.11,6a0ce44,auth-gateway,staging-preprod,elena.rostova,3.689,391.1,947.3000000000001,19.75,0,3,2,604.1,78.1,116,4829,1,100,BLOCK
DEP-10540,v3.0.14,e8db007,search-indexer,staging-preprod,ci-bot-auto,0.106,90.5,138.4,0.0,1,0,0,26.5,2.6,11,305,0,14,ALLOW
DEP-10541,v2.11.0,33d9877,order-processing,production-us-east,priya.sharma,0.0,71.0,127.7,0.0,1,0,0,23.3,0.0,2,100,0,6,ALLOW
DEP-10542,v2.5.17,f76373d,auth-gateway,canary-prod,alex.chen,0.0,48.7,74.30000000000001,0.0,1,0,0,22.0,0.0,8,393,0,7,ALLOW
DEP-10543,v3.3.20,8b37018,notification-worker,production-eu-central,alex.chen,0.051,78.5,102.6,0.0,1,0,0,37.2,2.0,13,247,0,9,ALLOW
DEP-10544,v3.12.0,5132237,search-indexer,staging-preprod,alex.chen,8.074,435.0,911.9,9.55,0,1,2,619.5,69.5,49,7975,1,100,BLOCK
DEP-10545,v3.10.10,f71606b,analytics-pipeline,production-eu-central,sarah.jenkins,4.772,433.6,710.0,18.59,0,2,5,259.4,66.7,70,5737,1,100,BLOCK
DEP-10546,v1.3.22,ed62f40,auth-gateway,canary-prod,alex.chen,0.132,77.7,97.9,0.0,1,0,0,29.4,2.1,1,326,0,11,ALLOW
DEP-10547,v1.12.0,e85f113,payment-service,staging-preprod,david.kim,1.441,134.4,202.4,2.6,1,0,3,65.8,10.6,13,863,0,74,PAUSE
DEP-10548,v1.3.3,8dde32f,auth-gateway,canary-prod,elena.rostova,0.347,143.7,206.7,3.14,1,0,1,57.0,12.2,41,344,0,53,PAUSE
DEP-10549,v3.2.6,7648ff3,auth-gateway,staging-preprod,david.kim,0.058,61.0,104.1,0.0,1,0,1,22.6,0.7,6,187,0,15,ALLOW
DEP-10550,v3.0.5,2d0aae0,analytics-pipeline,production-us-east,alex.chen,8.807,847.8,1378.0,21.74,1,2,3,274.5,65.4,40,7461,1,100,BLOCK
DEP-10551,v1.8.8,90c5389,user-profile,production-eu-central,sarah.jenkins,0.109,76.4,118.7,0.0,1,0,0,16.9,0.8,12,153,0,13,ALLOW
DEP-10552,v1.9.5,0978724,notification-worker,canary-prod,ci-bot-auto,0.047,63.0,102.0,0.0,1,0,0,36.5,2.8,15,333,0,11,ALLOW
DEP-10553,v2.5.28,b27356a,auth-gateway,staging-preprod,priya.sharma,0.0,74.3,125.19999999999999,0.0,1,0,0,28.1,2.8,2,120,0,9,ALLOW
DEP-10554,v2.4.24,4da4a40,user-profile,production-us-east,sarah.jenkins,0.211,80.4,118.4,0.0,1,0,0,33.4,1.4,9,121,0,9,ALLOW
DEP-10555,v2.2.18,774400b,analytics-pipeline,production-eu-central,elena.rostova,0.052,59.7,113.5,0.0,1,0,0,18.5,3.5,8,97,0,9,ALLOW
DEP-10556,v3.12.7,a3aa83e,analytics-pipeline,production-eu-central,alex.chen,4.102,620.2,1191.5,23.51,0,1,4,321.0,61.9,112,1633,1,100,BLOCK
DEP-10557,v1.13.23,32456c4,user-profile,canary-prod,elena.rostova,0.1,78.3,106.19999999999999,0.0,1,0,0,26.0,4.1,11,72,0,13,ALLOW
DEP-10558,v3.3.0,1baed47,payment-service,staging-preprod,alex.chen,0.01,49.1,101.9,0.0,1,0,0,40.7,1.2,15,285,0,10,ALLOW
DEP-10559,v3.1.8,bdb3c24,search-indexer,production-eu-central,marcus.vance,0.131,85.1,111.19999999999999,0.0,1,0,0,21.1,3.0,2,74,0,9,ALLOW
DEP-10560,v1.13.20,8d19924,analytics-pipeline,production-eu-central,sarah.jenkins,0.185,73.4,97.80000000000001,0.0,1,0,0,40.9,0.4,6,295,0,12,ALLOW
DEP-10561,v1.6.22,cc9b0a0,user-profile,production-eu-central,sarah.jenkins,0.023,70.1,123.69999999999999,0.0,1,0,0,31.8,1.8,13,280,0,9,ALLOW
DEP-10562,v2.9.22,8ede156,user-profile,staging-preprod,priya.sharma,0.087,65.7,107.4,0.27,1,0,0,5.0,0.8,14,305,0,11,ALLOW
DEP-10563,v1.14.28,dd1a8f2,auth-gateway,production-eu-central,david.kim,0.069,47.7,87.30000000000001,0.0,1,0,0,23.4,3.8,9,53,0,7,ALLOW
DEP-10564,v1.4.12,74b825d,auth-gateway,production-eu-central,david.kim,4.984,309.6,522.3,12.89,1,2,5,192.3,67.5,52,6366,1,100,BLOCK
DEP-10565,v3.15.16,7db1d1d,auth-gateway,canary-prod,ci-bot-auto,0.176,48.0,90.5,0.14,1,0,0,30.0,0.0,10,368,0,10,ALLOW
DEP-10566,v2.12.3,1290f05,search-indexer,production-us-east,david.kim,0.122,55.5,93.5,0.0,1,0,1,31.6,1.1,9,368,0,17,ALLOW
DEP-10567,v3.9.27,1f4cff4,user-profile,staging-preprod,alex.chen,0.086,57.3,89.9,0.0,1,0,1,23.4,0.1,5,49,0,13,ALLOW
DEP-10568,v1.11.15,a919dba,notification-worker,production-us-east,priya.sharma,0.036,41.8,70.9,0.0,1,0,0,22.7,0.8,13,58,0,4,ALLOW
DEP-10569,v3.10.14,9529258,auth-gateway,production-us-east,marcus.vance,1.76,208.7,355.79999999999995,1.82,1,0,3,59.5,15.4,40,530,0,88,BLOCK
DEP-10570,v3.0.4,71e59a1,notification-worker,production-eu-central,marcus.vance,0.031,47.0,69.5,0.47,1,0,0,21.1,0.7,2,150,0,10,ALLOW
DEP-10571,v3.14.30,f254672,order-processing,staging-preprod,alex.chen,0.0,45.6,75.1,0.0,1,0,0,26.5,2.1,2,231,0,7,ALLOW
DEP-10572,v3.11.9,da9e8e3,notification-worker,staging-preprod,marcus.vance,0.005,58.8,82.69999999999999,0.22,1,0,0,24.7,0.0,4,154,0,9,ALLOW
DEP-10573,v1.1.15,3a75ab2,payment-service,production-us-east,marcus.vance,0.754,183.2,315.5,0.91,1,0,3,80.6,11.6,19,476,1,60,PAUSE
DEP-10574,v3.6.13,c31b951,analytics-pipeline,production-eu-central,elena.rostova,0.078,49.9,83.8,0.0,1,0,0,10.8,1.1,15,164,0,9,ALLOW
DEP-10575,v1.13.21,4e02e70,order-processing,production-us-east,alex.chen,0.0,78.7,107.1,0.0,1,0,0,24.1,0.2,3,202,0,9,ALLOW
DEP-10576,v2.3.4,8458578,user-profile,production-eu-central,elena.rostova,0.189,60.2,117.2,0.0,1,0,0,31.5,1.9,7,55,0,11,ALLOW
DEP-10577,v3.9.25,15e3b6e,user-profile,canary-prod,elena.rostova,0.771,179.9,315.5,3.47,1,0,1,102.3,9.8,15,412,0,62,PAUSE
DEP-10578,v1.10.19,d394bdb,search-indexer,staging-preprod,ci-bot-auto,0.079,64.3,82.4,0.0,1,0,0,24.6,3.8,4,355,0,9,ALLOW
DEP-10579,v1.9.20,3a90dca,payment-service,canary-prod,ci-bot-auto,0.15,64.1,110.5,0.0,1,0,0,22.1,0.0,14,268,0,9,ALLOW
DEP-10580,v1.3.9,69f128d,user-profile,staging-preprod,david.kim,0.0,88.4,120.10000000000001,0.4,1,0,0,23.1,0.8,9,389,0,12,ALLOW
DEP-10581,v1.15.15,33d9526,user-profile,canary-prod,elena.rostova,0.202,89.4,151.0,0.0,1,0,1,23.7,1.6,8,71,0,21,ALLOW
DEP-10582,v1.9.1,8b5e882,auth-gateway,staging-preprod,marcus.vance,0.0,87.2,108.2,0.0,1,0,0,26.7,0.0,15,371,0,10,ALLOW
DEP-10583,v3.2.5,e548e23,user-profile,canary-prod,priya.sharma,0.003,52.4,80.1,0.0,1,0,0,20.7,0.4,11,102,0,7,ALLOW
DEP-10584,v3.8.4,456cbaf,payment-service,canary-prod,david.kim,0.117,48.4,86.0,0.0,1,0,0,34.7,0.4,13,128,0,11,ALLOW
DEP-10585,v3.7.3,f67cb2d,auth-gateway,canary-prod,elena.rostova,0.851,121.3,231.39999999999998,3.04,1,0,1,95.7,7.3,30,520,0,53,PAUSE
DEP-10586,v3.6.6,298310f,user-profile,staging-preprod,alex.chen,0.0,75.2,115.1,0.0,1,0,0,22.5,0.0,4,27,0,9,ALLOW
DEP-10587,v1.11.24,7c4f900,notification-worker,production-eu-central,ci-bot-auto,0.0,73.0,122.7,0.0,1,0,0,19.9,1.9,3,420,0,5,ALLOW
DEP-10588,v2.12.27,cce3dd9,payment-service,canary-prod,ci-bot-auto,0.0,56.2,90.80000000000001,0.43,1,0,0,17.7,0.0,14,138,0,8,ALLOW
DEP-10589,v2.2.27,f3c136b,notification-worker,canary-prod,ci-bot-auto,0.0,69.4,102.2,0.0,1,0,0,7.1,0.0,1,26,0,5,ALLOW
DEP-10590,v2.6.10,be04b19,auth-gateway,canary-prod,marcus.vance,7.824,368.1,763.0,13.03,0,1,6,448.5,95.0,91,2560,1,100,BLOCK
DEP-10591,v1.3.1,9157931,auth-gateway,canary-prod,alex.chen,1.454,161.7,296.2,1.01,1,0,2,42.1,7.7,11,1431,0,59,PAUSE
DEP-10592,v2.4.13,7ed8d55,payment-service,production-us-east,elena.rostova,4.883,571.0,1017.1,23.12,0,1,6,404.9,60.1,31,3360,1,100,BLOCK
DEP-10593,v3.1.25,a1bcbe8,payment-service,production-us-east,alex.chen,0.0,90.9,122.5,0.0,1,0,0,27.3,1.1,5,76,0,9,ALLOW
DEP-10594,v2.3.21,cc20951,user-profile,production-us-east,marcus.vance,0.656,116.4,241.60000000000002,0.83,1,0,3,82.6,8.7,27,953,0,55,PAUSE
DEP-10595,v1.11.28,792c0e1,order-processing,staging-preprod,alex.chen,0.016,58.8,80.19999999999999,0.0,1,0,0,21.4,3.1,4,367,0,7,ALLOW
DEP-10596,v2.3.0,9b2263c,auth-gateway,production-us-east,priya.sharma,0.007,70.4,96.60000000000001,0.0,1,0,0,31.1,2.2,7,237,0,5,ALLOW
DEP-10597,v1.12.5,7b3b5a4,analytics-pipeline,production-us-east,priya.sharma,1.694,160.4,226.4,0.56,0,1,3,97.9,11.8,37,1175,1,100,BLOCK
DEP-10598,v1.3.17,63872f6,user-profile,staging-preprod,sarah.jenkins,7.927,413.6,751.6,4.63,0,3,2,630.7,71.8,61,7818,1,100,BLOCK
DEP-10599,v2.12.1,2522ad3,notification-worker,production-us-east,priya.sharma,0.198,63.3,100.9,0.0,1,0,0,37.6,2.7,8,14,0,10,ALLOW
DEP-10600,v2.15.20,07bc24c,user-profile,staging-preprod,marcus.vance,0.776,220.3,365.5,3.15,1,0,1,91.7,8.6,24,1590,0,64,PAUSE
DEP-10601,v3.1.7,dbf84b1,auth-gateway,production-us-east,marcus.vance,0.12,87.1,114.89999999999999,0.0,1,0,0,23.2,0.0,9,377,0,8,ALLOW
DEP-10602,v1.11.3,c8dc104,notification-worker,production-us-east,priya.sharma,0.815,218.5,362.7,1.06,1,0,2,66.1,17.1,19,350,0,63,PAUSE
DEP-10603,v2.13.28,593af5b,order-processing,staging-preprod,ci-bot-auto,0.019,69.9,91.10000000000001,0.0,1,0,0,25.7,0.0,9,376,0,9,ALLOW
DEP-10604,v3.11.30,06be6cc,payment-service,production-eu-central,ci-bot-auto,0.67,171.2,290.79999999999995,2.75,1,0,1,92.8,12.5,40,1650,0,57,PAUSE
DEP-10605,v2.6.26,3141518,order-processing,canary-prod,david.kim,0.0,91.2,137.4,0.0,1,0,0,23.1,2.9,6,50,0,9,ALLOW
DEP-10606,v3.2.29,591871e,notification-worker,staging-preprod,priya.sharma,4.401,388.6,662.5,11.18,0,2,6,365.0,83.2,63,8019,1,100,BLOCK
DEP-10607,v2.3.2,77e90f8,auth-gateway,staging-preprod,alex.chen,0.0,70.3,98.5,0.0,1,0,0,10.4,1.6,8,390,0,5,ALLOW
DEP-10608,v1.13.0,fce675e,user-profile,staging-preprod,david.kim,0.0,64.0,82.6,0.0,1,0,0,40.9,2.6,6,312,0,8,ALLOW
DEP-10609,v1.1.2,5878739,search-indexer,staging-preprod,david.kim,0.058,84.0,108.8,0.0,1,0,0,29.3,1.5,15,270,0,8,ALLOW
DEP-10610,v1.11.21,8648f2d,payment-service,production-us-east,elena.rostova,0.071,84.1,127.89999999999999,0.0,1,0,0,27.3,0.0,10,270,0,12,ALLOW
DEP-10611,v2.9.10,64feb07,notification-worker,production-us-east,ci-bot-auto,0.316,217.5,349.6,0.81,1,0,1,80.4,11.0,17,889,0,42,ALLOW
DEP-10612,v1.9.30,2d12ed0,notification-worker,staging-preprod,alex.chen,0.0,87.7,129.9,0.46,1,0,0,25.6,0.9,4,13,0,11,ALLOW
DEP-10613,v1.11.6,378e83d,search-indexer,canary-prod,elena.rostova,6.226,338.9,607.9,15.93,0,1,3,298.2,90.7,65,7493,1,100,BLOCK
DEP-10614,v2.2.23,1c4f428,search-indexer,canary-prod,david.kim,0.0,52.1,82.1,0.0,1,0,1,40.1,2.0,2,371,0,15,ALLOW
DEP-10615,v2.6.26,ba1e610,order-processing,production-eu-central,sarah.jenkins,0.0,72.3,88.69999999999999,0.0,1,0,0,33.7,0.5,3,111,0,7,ALLOW
DEP-10616,v1.6.0,7c90fb7,search-indexer,production-us-east,ci-bot-auto,0.043,84.9,104.5,0.0,1,0,0,13.8,0.3,8,281,0,10,ALLOW
DEP-10617,v1.9.26,1399659,order-processing,canary-prod,sarah.jenkins,0.133,42.2,52.2,0.0,1,0,0,21.4,2.0,5,224,0,10,ALLOW
DEP-10618,v2.7.21,7df84d5,search-indexer,production-eu-central,david.kim,0.146,58.1,88.2,0.0,1,0,0,34.2,0.0,14,260,0,10,ALLOW
DEP-10619,v3.7.0,3207b42,search-indexer,production-us-east,elena.rostova,0.019,67.9,108.30000000000001,0.0,1,0,0,20.9,1.3,15,37,0,7,ALLOW
DEP-10620,v3.7.10,b3871f0,analytics-pipeline,canary-prod,ci-bot-auto,0.0,55.1,95.5,0.32,1,0,0,17.1,1.3,1,420,0,6,ALLOW
DEP-10621,v3.10.29,5cb050f,analytics-pipeline,production-eu-central,priya.sharma,1.372,118.9,216.5,0.85,1,1,2,82.9,17.2,31,1146,0,88,BLOCK
DEP-10622,v1.1.27,ad69bf3,order-processing,canary-prod,sarah.jenkins,0.086,56.2,93.9,0.0,1,0,1,30.7,0.0,12,73,0,18,ALLOW
DEP-10623,v2.12.4,2ccc7aa,search-indexer,staging-preprod,alex.chen,0.905,218.4,351.70000000000005,2.34,1,1,3,66.1,8.3,29,962,0,100,BLOCK
DEP-10624,v2.8.14,0d29637,auth-gateway,staging-preprod,elena.rostova,0.027,53.2,109.0,0.0,1,0,0,18.1,0.4,9,269,0,5,ALLOW
DEP-10625,v1.15.23,65d81a6,analytics-pipeline,staging-preprod,elena.rostova,0.066,47.0,77.3,0.0,1,0,0,27.5,0.7,6,83,0,8,ALLOW
DEP-10626,v1.3.17,f091ce6,notification-worker,production-eu-central,ci-bot-auto,0.363,164.5,239.6,3.14,1,0,2,79.0,8.0,26,1143,0,58,PAUSE
DEP-10627,v1.1.10,7a20994,search-indexer,staging-preprod,marcus.vance,0.19,65.3,103.0,0.0,1,0,0,30.5,0.0,12,385,0,7,ALLOW
DEP-10628,v1.13.22,c6eafdf,payment-service,production-eu-central,priya.sharma,7.767,582.8,1053.8,13.0,1,4,5,515.7,82.7,51,6629,1,100,BLOCK
DEP-10629,v2.4.23,76a3d73,search-indexer,production-us-east,ci-bot-auto,0.186,68.5,100.5,0.0,1,0,0,34.6,1.4,3,82,0,8,ALLOW
DEP-10630,v3.6.25,529804e,payment-service,production-eu-central,alex.chen,0.0,48.2,81.0,0.0,1,0,0,27.5,1.1,1,169,0,6,ALLOW
DEP-10631,v1.3.17,84db8fc,order-processing,staging-preprod,marcus.vance,0.148,35.7,72.4,0.0,1,0,0,10.5,2.3,14,228,0,9,ALLOW
DEP-10632,v2.11.19,620ced0,order-processing,staging-preprod,marcus.vance,0.042,71.3,95.9,0.31,1,0,0,35.2,2.8,7,179,0,11,ALLOW
DEP-10633,v3.8.30,90fa10c,analytics-pipeline,staging-preprod,sarah.jenkins,0.097,63.1,105.1,0.0,1,0,0,19.3,2.5,15,36,0,8,ALLOW
DEP-10634,v2.13.21,943d166,analytics-pipeline,production-eu-central,david.kim,0.182,81.1,107.3,0.0,1,0,0,27.9,0.0,9,50,0,13,ALLOW
DEP-10635,v1.5.30,2e7892d,notification-worker,production-eu-central,david.kim,0.096,71.8,84.39999999999999,0.25,1,0,0,15.7,0.8,11,187,0,12,ALLOW
DEP-10636,v1.6.12,5fa0850,auth-gateway,production-us-east,marcus.vance,0.026,46.9,86.6,0.0,1,0,0,27.0,0.9,15,16,0,8,ALLOW
DEP-10637,v1.8.20,96b22ba,analytics-pipeline,production-eu-central,ci-bot-auto,0.0,80.7,135.6,0.0,1,0,0,21.1,0.3,14,341,0,10,ALLOW
DEP-10638,v1.1.11,aefec7d,auth-gateway,production-eu-central,david.kim,0.336,218.5,366.2,0.91,1,0,2,56.2,16.3,22,1641,0,51,PAUSE
DEP-10639,v3.10.28,f5a67bc,payment-service,staging-preprod,david.kim,0.039,76.1,88.19999999999999,0.0,1,0,1,35.5,1.3,10,111,0,18,ALLOW
DEP-10640,v2.5.20,a325d48,notification-worker,canary-prod,ci-bot-auto,2.579,728.8,1051.4,4.85,1,1,3,444.2,52.8,41,3020,1,100,BLOCK
DEP-10641,v3.0.24,fa058c1,order-processing,staging-preprod,david.kim,1.761,180.7,265.5,2.63,0,1,3,59.0,16.8,28,664,0,100,BLOCK
DEP-10642,v2.7.26,020f328,order-processing,canary-prod,elena.rostova,0.017,77.7,87.7,0.0,1,0,0,24.2,0.3,9,240,0,10,ALLOW
DEP-10643,v3.5.1,6e07530,order-processing,production-us-east,alex.chen,0.085,72.1,98.6,0.0,1,0,0,19.3,1.0,5,26,0,11,ALLOW
DEP-10644,v3.5.15,e8456b4,search-indexer,canary-prod,david.kim,0.0,77.6,108.19999999999999,0.0,1,0,0,5.0,0.6,8,181,0,7,ALLOW
DEP-10645,v1.5.29,53f8fa8,analytics-pipeline,production-eu-central,ci-bot-auto,0.0,40.5,60.7,0.0,1,0,0,25.9,3.2,14,134,0,5,ALLOW
DEP-10646,v2.10.15,63b1d77,analytics-pipeline,production-us-east,ci-bot-auto,0.075,55.9,96.4,0.3,1,0,0,21.3,0.2,15,315,0,12,ALLOW
DEP-10647,v3.6.30,ee4bc3e,analytics-pipeline,production-us-east,elena.rostova,0.0,38.7,69.0,0.0,1,0,0,26.3,1.1,4,98,0,3,ALLOW
DEP-10648,v1.5.7,07c1e5a,user-profile,staging-preprod,marcus.vance,0.017,50.8,93.1,0.0,1,0,0,14.5,2.4,4,251,0,7,ALLOW
DEP-10649,v2.7.24,d6e4e64,order-processing,production-eu-central,ci-bot-auto,0.0,53.7,71.1,0.3,1,0,0,21.0,2.7,10,23,0,7,ALLOW
DEP-10650,v3.5.24,1554a6c,search-indexer,staging-preprod,sarah.jenkins,0.091,79.7,121.0,0.22,1,0,1,16.2,0.7,7,344,0,17,ALLOW
DEP-10651,v1.9.9,69b27ff,user-profile,canary-prod,elena.rostova,1.407,156.9,277.3,1.31,1,0,3,45.7,17.9,35,325,0,74,PAUSE
DEP-10652,v3.12.21,8a967b3,user-profile,production-us-east,david.kim,0.121,92.4,122.5,0.0,1,0,0,30.7,4.6,8,267,0,12,ALLOW
DEP-10653,v2.10.27,5df76ce,auth-gateway,production-us-east,david.kim,0.001,42.0,54.4,0.0,1,0,0,30.7,0.0,12,242,0,5,ALLOW
DEP-10654,v2.9.1,d985b52,user-profile,production-us-east,david.kim,0.02,71.6,108.8,0.0,1,0,0,28.4,1.5,3,160,0,6,ALLOW
DEP-10655,v1.14.10,3bd5b61,payment-service,canary-prod,ci-bot-auto,0.152,50.7,77.6,0.0,1,0,0,18.8,2.4,7,150,0,7,ALLOW
DEP-10656,v2.7.29,8bc45be,notification-worker,canary-prod,elena.rostova,0.122,71.8,121.0,0.0,1,0,0,15.6,3.7,11,393,0,10,ALLOW
DEP-10657,v2.0.5,2c7d023,notification-worker,staging-preprod,david.kim,1.324,184.8,283.4,1.33,1,0,2,93.8,7.9,27,1710,1,63,PAUSE
DEP-10658,v3.1.19,6f32a70,auth-gateway,production-eu-central,david.kim,0.172,49.2,93.30000000000001,0.0,1,0,0,36.0,2.2,11,172,0,7,ALLOW
DEP-10659,v1.0.22,41c3874,notification-worker,production-eu-central,elena.rostova,4.031,314.2,566.6,16.73,1,3,4,574.7,28.1,74,8238,1,100,BLOCK
DEP-10660,v2.15.6,f626bc9,notification-worker,production-us-east,alex.chen,0.0,83.7,128.1,0.0,1,0,0,24.7,0.6,5,394,0,7,ALLOW
DEP-10661,v3.14.0,ef577a3,notification-worker,production-eu-central,sarah.jenkins,0.0,48.9,106.8,0.0,1,0,0,14.8,1.5,14,73,0,4,ALLOW
DEP-10662,v1.6.3,3ff6750,user-profile,production-us-east,marcus.vance,0.744,196.3,343.20000000000005,0.65,1,0,3,102.3,12.5,30,1328,0,63,PAUSE
DEP-10663,v2.15.24,838ff63,auth-gateway,production-us-east,priya.sharma,0.051,108.0,123.0,0.0,1,0,0,33.5,0.9,7,307,0,12,ALLOW
DEP-10664,v2.13.6,a1ec7a4,notification-worker,staging-preprod,sarah.jenkins,0.112,71.6,97.8,0.0,1,0,1,26.8,0.0,6,21,0,18,ALLOW
DEP-10665,v3.12.17,0f851f9,search-indexer,staging-preprod,marcus.vance,0.098,69.5,112.2,0.11,1,0,0,33.5,1.8,8,135,0,11,ALLOW
DEP-10666,v2.7.25,f8d4f18,search-indexer,canary-prod,alex.chen,0.744,110.1,194.6,1.15,1,0,3,86.3,13.2,40,1089,0,61,PAUSE
DEP-10667,v2.3.22,a89b36b,order-processing,production-eu-central,david.kim,6.654,289.3,780.8,10.79,0,4,5,482.5,64.0,45,2348,1,100,BLOCK
DEP-10668,v2.3.23,f574e19,payment-service,production-us-east,alex.chen,0.062,51.8,82.3,0.0,1,0,0,26.9,2.2,12,261,0,9,ALLOW
DEP-10669,v2.10.9,84822be,payment-service,production-us-east,alex.chen,0.033,51.9,97.5,0.0,1,0,0,30.8,0.0,5,167,0,8,ALLOW
DEP-10670,v1.9.15,83eee36,order-processing,staging-preprod,alex.chen,0.682,111.7,220.3,3.05,1,1,1,107.0,12.4,26,1045,1,79,BLOCK
DEP-10671,v3.12.15,f5e4569,search-indexer,staging-preprod,priya.sharma,0.158,52.1,87.5,0.0,1,0,0,7.8,2.5,1,352,0,10,ALLOW
DEP-10672,v2.7.9,01e2d05,user-profile,production-eu-central,ci-bot-auto,6.75,501.6,797.7,5.99,0,2,7,307.5,31.8,55,4478,1,100,BLOCK
DEP-10673,v2.3.30,4c2cb81,payment-service,production-us-east,priya.sharma,0.565,238.4,338.4,2.1,1,0,1,101.2,17.9,24,1712,1,56,PAUSE
DEP-10674,v3.8.17,2c0ce3b,payment-service,staging-preprod,sarah.jenkins,0.152,70.1,90.6,0.0,1,0,0,16.4,3.7,9,410,0,8,ALLOW
DEP-10675,v3.2.6,9d8c90d,notification-worker,staging-preprod,ci-bot-auto,0.0,47.7,96.30000000000001,0.0,1,0,0,27.7,0.0,14,67,0,7,ALLOW
DEP-10676,v2.6.18,8a2729f,order-processing,production-eu-central,ci-bot-auto,0.067,49.6,97.80000000000001,0.0,1,0,0,33.5,2.0,9,137,0,6,ALLOW
DEP-10677,v3.9.20,8df9a49,user-profile,staging-preprod,sarah.jenkins,0.079,91.4,126.4,0.0,1,0,0,15.5,1.9,15,236,0,11,ALLOW
DEP-10678,v3.5.6,d103349,auth-gateway,production-us-east,ci-bot-auto,0.217,49.8,80.5,0.0,1,0,0,28.3,1.1,4,402,0,8,ALLOW
DEP-10679,v1.5.19,f497212,user-profile,production-us-east,marcus.vance,0.0,81.8,144.6,0.0,1,0,0,26.6,0.0,12,171,0,8,ALLOW
DEP-10680,v2.12.24,7a6b75e,user-profile,production-us-east,alex.chen,1.117,140.4,257.8,2.96,0,0,2,42.9,11.5,28,1064,0,88,BLOCK
